02/19/19|000063701|Grand Bend|PM2.5-24hr|UG/M3|5.3|24|Ontario Ministry of the Environment
02/19/19|000064001|Experimental Lakes|OZONE-1HR|PPB|45|1|Canadian Air and Precipitation Monitoring Network
02/19/19|000064001|Experimental Lakes|OZONE-8HR|PPB|43|8|Canadian Air and Precipitation Monitoring Network
02/19/19|000064101|Algoma|OZONE-1HR|PPB|44|1|Canadian Air and Precipitation Monitoring Network
02/19/19|000064101|Algoma|OZONE-8HR|PPB|44|8|Canadian Air and Precipitation Monitoring Network
02/19/19|000064401|Egbert|OZONE-1HR|PPB|44|1|Canadian Air and Precipitation Monitoring Network
02/19/19|000064401|Egbert|OZONE-8HR|PPB|43|8|Canadian Air and Precipitation Monitoring Network
02/19/19|000065001|Barrie|OZONE-1HR|PPB|41|1|Ontario Ministry of the Environment
02/19/19|000065001|Barrie|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment
02/19/19|000065001|Barrie|PM2.5-24hr|UG/M3|5.4|24|Ontario Ministry of the Environment
02/19/19|000065201|Parry Sound|OZONE-1HR|PPB|42|1|Ontario Ministry of the Environment
02/19/19|000065201|Parry Sound|OZONE-8HR|PPB|39|8|Ontario Ministry of the Environment
02/19/19|000065201|Parry Sound|PM2.5-24hr|UG/M3|7.4|24|Ontario Ministry of the Environment
02/19/19|000065301|Port Stanley|OZONE-1HR|PPB|48|1|Ontario Ministry of the Environment
02/19/19|000065301|Port Stanley|OZONE-8HR|PPB|45|8|Ontario Ministry of the Environment
02/19/19|000065301|Port Stanley|PM2.5-24hr|UG/M3|8|24|Ontario Ministry of the Environment
02/19/19|000065401|Belleville|OZONE-1HR|PPB|44|1|Ontario Ministry of the Environment
02/19/19|000065401|Belleville|OZONE-8HR|PPB|42|8|Ontario Ministry of the Environment
02/19/19|000065401|Belleville|PM2.5-24hr|UG/M3|4.1|24|Ontario Ministry of the Environment
02/19/19|000065801|Chatham|OZONE-1HR|PPB|34|1|Ontario Ministry of the Environment
02/19/19|000065801|Chatham|OZONE-8HR|PPB|34|8|Ontario Ministry of the Environment
02/19/19|000065801|Chatham|PM2.5-24hr|UG/M3|9.4|24|Ontario Ministry of the Environment
02/19/19|000065901|Pickle Lake|OZONE-1HR|PPB|44|1|Canadian Air and Precipitation Monitoring Network
02/19/19|000065901|Pickle Lake|OZONE-8HR|PPB|44|8|Canadian Air and Precipitation Monitoring Network
02/19/19|000066101|Bonner Lake|OZONE-1HR|PPB|39|1|Canadian Air and Precipitation Monitoring Network
